CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CID-00220,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,67.52,1151.26,Yes
CID-00221,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No,Two year,No,Electronic check,108.18,6813.89,No
CID-00222,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,44.44,1213.52,Yes
CID-00223,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,86.2,812.83,Yes
CID-00224,Male,0,No,No,46,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,23.75,1801.0,No
CID-00225,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,94.83,1781.64,No
CID-00226,Male,0,Yes,No,41,No,No,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.11,3775.1,Yes
CID-00227,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,102.75,3581.15,Yes
CID-00228,Female,1,No,No,60,Yes,Yes,Fiber optic,No,No internet service,One year,No,Mailed check,30.06,4540.96,No
CID-00229,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,Two year,No,Credit card,26.44,5234.62,Yes
CID-00230,Female,0,Yes,No,13,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,55.56,2136.62,No
CID-00231,Female,0,Yes,No,12,Yes,No,DSL,No,No internet service,Month-to-month,No,Bank transfer,61.52,3314.44,No
CID-00232,Male,0,No,Yes,66,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,80.6,5190.87,Yes
CID-00233,Female,0,No,Yes,14,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer,83.85,200.52,No
CID-00234,Male,0,No,Yes,16,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Electronic check,62.45,3894.85,No
CID-00235,Male,1,Yes,No,68,Yes,Yes,DSL,No internet service,No internet service,One year,No,Electronic check,69.46,2838.22,Yes
CID-00236,Female,1,No,No,22,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,34.63,1825.73,No
CID-00237,Female,0,No,No,11,No,No,No,No,No internet service,Month-to-month,No,Electronic check,34.82,3017.24,Yes
CID-00238,Male,0,No,Yes,62,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,99.55,478.83,Yes
CID-00239,Female,0,No,No,51,Yes,No phone service,Fiber optic,No,No,Two year,No,Electronic check,108.08,4422.95,No
CID-00240,Male,0,No,No,21,Yes,No phone service,Fiber optic,No internet service,Yes,Two year,Yes,Mailed check,38.39,2638.15,No
CID-00241,Female,0,Yes,No,58,No,No,DSL,No internet service,No,Month-to-month,Yes,Bank transfer,116.16,1601.69,No
CID-00242,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,One year,No,Mailed check,23.64,46.88,Yes
CID-00243,Male,0,No,Yes,1,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Credit card,113.11,3198.03,No
CID-00244,Male,0,No,No,52,No,Yes,DSL,Yes,No internet service,One year,Yes,Bank transfer,54.68,277.13,No
CID-00245,Female,0,No,No,48,Yes,No,Fiber optic,No internet service,No internet service,Two year,Yes,Mailed check,28.83,1609.24,No
CID-00246,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,No,One year,Yes,Bank transfer,71.92,143.52,No
CID-00247,Male,0,Yes,Yes,37,Yes,No,No,Yes,No,Two year,No,Electronic check,92.78,4219.64,No
CID-00248,Female,0,No,No,15,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,87.15,1618.62,No
CID-00249,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer,35.53,4389.56,No
CID-00250,Male,0,Yes,No,46,No,No,DSL,No internet service,No,Two year,Yes,Bank transfer,29.18,108.06,No
CID-00251,Male,0,No,No,62,Yes,No,DSL,No,No,One year,No,Electronic check,80.89,3477.99,No
CID-00252,Male,0,No,Yes,60,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,35.72,1665.54,No
CID-00253,Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,50.02,1699.01,No
CID-00254,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,112.85,753.41,No
CID-00255,Female,0,No,No,33,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Bank transfer,74.82,2441.84,No
CID-00256,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card,48.89,419.38,No
CID-00257,Male,0,Yes,No,44,No,Yes,Fiber optic,Yes,No,One year,Yes,Credit card,46.55,2740.64,No
CID-00258,Male,0,No,No,24,Yes,No,Fiber optic,No,No,One year,Yes,Mailed check,74.66,6495.65,Yes
CID-00259,Female,0,No,No,35,Yes,Yes,DSL,No internet service,No,One year,No,Bank transfer,37.91,5500.67,No
CID-00260,Male,1,Yes,Yes,43,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Bank transfer,74.2,2376.99,No
CID-00261,Female,1,No,Yes,44,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Credit card,24.44,859.63,No
CID-00262,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,86.9,834.71,Yes
CID-00263,Female,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,107.77,2471.36,No
CID-00264,Male,0,No,No,52,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Credit card,28.76,3212.4,No
CID-00265,Male,1,Yes,No,62,Yes,Yes,DSL,No,No,Month-to-month,No,Mailed check,70.46,1518.4,No
CID-00266,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No internet service,Two year,No,Credit card,24.66,7312.3,Yes
CID-00267,Female,1,No,No,47,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,67.06,1814.17,No
CID-00268,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,70.9,1239.08,Yes
CID-00269,Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,57.47,2548.22,No
CID-00270,Female,0,No,No,35,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,19.17,393.87,Yes
CID-00271,Female,0,No,No,36,No,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,78.81,4365.87,No
CID-00272,Male,0,No,No,37,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Credit card,69.54,4280.78,No
CID-00273,Male,1,No,No,65,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Mailed check,114.78,1340.17,No
CID-00274,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,One year,Yes,Credit card,63.04,1963.22,No
CID-00275,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,22.13,7018.59,No
CID-00276,Female,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Electronic check,118.92,2888.01,No
CID-00277,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,20.96,3574.37,No
CID-00278,Male,0,Yes,Yes,64,Yes,No,DSL,No internet service,No internet service,One year,Yes,Electronic check,33.5,1828.0,Yes
CID-00279,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,30.34,526.72,No
CID-00280,Male,0,Yes,No,61,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,101.58,4747.59,Yes
CID-00281,Male,0,Yes,Yes,50,Yes,No,DSL,No internet service,No internet service,Month-to-month,No,Electronic check,46.98,4195.07,No
CID-00282,Male,0,No,Yes,62,Yes,No phone service,No,No,No,Two year,No,Mailed check,104.77,5059.0,No
CID-00283,Male,0,Yes,Yes,29,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,105.94,2423.13,No
CID-00284,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,92.91,610.88,No
CID-00285,Male,0,No,No,3,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,93.53,7194.7,No
CID-00286,Female,0,No,Yes,13,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,31.73,846.55,No
CID-00287,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,Yes,Two year,No,Bank transfer,104.18,853.51,No
CID-00288,Female,0,No,No,42,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Electronic check,93.61,525.69,No
CID-00289,Male,0,No,No,63,Yes,No,DSL,No,No internet service,Two year,Yes,Mailed check,67.53,901.92,No
CID-00290,Female,0,No,Yes,71,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,70.12,3522.76,No
CID-00291,Male,0,Yes,No,35,Yes,No,DSL,No,Yes,One year,No,Bank transfer,73.62,522.91,No
CID-00292,Female,0,No,No,28,Yes,No,Fiber optic,No internet service,No,Two year,No,Credit card,51.79,1580.8,No
CID-00293,Male,0,Yes,Yes,19,No,No phone service,DSL,No internet service,No,Two year,Yes,Credit card,22.8,1001.92,No
CID-00294,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Bank transfer,26.46,696.88,No
CID-00295,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,21.24,59.69,No
CID-00296,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,27.33,2247.57,No
CID-00297,Male,0,No,No,31,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,70.37,2286.51,Yes
CID-00298,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Credit card,20.93,3899.6,No
CID-00299,Female,0,No,No,22,Yes,No,DSL,No,Yes,One year,No,Bank transfer,65.38,868.82,No
CID-00300,Male,0,Yes,No,6,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,109.8,1445.13,Yes
CID-00301,Female,0,Yes,No,42,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Electronic check,60.51,125.24,No
CID-00302,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,97.68,2409.52,No
CID-00303,Female,1,Yes,No,53,Yes,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer,55.73,79.87,Yes
CID-00304,Male,0,No,No,48,No,No,No,No internet service,Yes,One year,No,Bank transfer,97.53,1363.81,No
CID-00305,Male,0,No,No,46,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,56.14,823.54,No
CID-00306,Male,0,No,No,66,Yes,No,No,No,No,One year,No,Credit card,76.38,1729.98,No
CID-00307,Male,0,No,No,6,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer,109.92,2187.72,No
CID-00308,Female,0,Yes,Yes,59,Yes,No,No,No,Yes,Month-to-month,No,Credit card,73.75,502.58,Yes
CID-00309,Male,0,No,No,69,No,Yes,DSL,Yes,Yes,One year,No,Electronic check,69.47,3034.82,Yes
CID-00310,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Credit card,115.41,1045.42,No
CID-00311,Female,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,53.3,1786.38,Yes
CID-00312,Male,0,No,No,27,Yes,No phone service,No,No,Yes,Two year,No,Electronic check,55.67,2295.4,No
CID-00313,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,115.8,3101.5,No
CID-00314,Male,1,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,61.85,446.67,Yes
CID-00315,Female,0,Yes,Yes,56,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,53.06,481.51,No
CID-00316,Female,1,Yes,No,8,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,89.42,6020.36,Yes
CID-00317,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,89.35,2646.18,No
CID-00318,Female,0,No,No,32,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Electronic check,72.99,3326.75,No
CID-00319,Female,0,Yes,No,34,Yes,Yes,DSL,No,No internet service,Two year,No,Electronic check,21.0,5896.54,No
CID-00320,Male,0,Yes,No,18,No,No phone service,Fiber optic,No,No,Two year,No,Mailed check,114.86,4307.73,No
CID-00321,Female,0,No,No,33,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,No,Electronic check,107.7,1559.64,No
CID-00322,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,119.38,2160.01,Yes
CID-00323,Male,0,No,No,48,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,79.47,1431.52,No
CID-00324,Male,0,No,Yes,3,No,No phone service,No,No,Yes,Month-to-month,No,Bank transfer,76.53,113.9,No
CID-00325,Female,0,No,No,65,No,Yes,DSL,No,No,Two year,Yes,Mailed check,63.67,659.26,No
CID-00326,Male,0,No,Yes,46,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,96.73,2255.64,No
CID-00327,Female,0,Yes,No,65,Yes,No,Fiber optic,No internet service,No,One year,Yes,Credit card,41.08,3441.2,Yes
CID-00328,Male,0,No,Yes,42,Yes,No phone service,Fiber optic,No,Yes,Two year,No,Mailed check,70.67,923.5,No
CID-00329,Male,0,No,No,67,Yes,No,DSL,No,No,Month-to-month,Yes,Bank transfer,106.62,1282.64,No
CID-00330,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Credit card,21.29,3560.11,No
CID-00331,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,73.02,1146.64,No
CID-00332,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer,117.64,1831.5,Yes
CID-00333,Male,0,Yes,Yes,65,No,Yes,DSL,Yes,No,One year,Yes,Electronic check,68.7,359.76,No
CID-00334,Female,0,No,No,56,No,No,Fiber optic,No internet service,No,Two year,Yes,Electronic check,53.62,6734.04,No
CID-00335,Female,0,No,No,63,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,103.48,1250.76,No
CID-00336,Male,0,No,No,37,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer,56.31,2228.77,Yes
CID-00337,Male,0,No,No,8,No,Yes,Fiber optic,Yes,No internet service,One year,No,Bank transfer,25.81,2448.11,No
CID-00338,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,One year,No,Electronic check,25.88,1720.34,No
CID-00339,Male,0,No,No,24,No,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card,66.57,3642.55,Yes
CID-00340,Female,0,No,No,20,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,59.45,1896.88,No
CID-00341,Male,0,No,Yes,54,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,99.09,4657.84,Yes
CID-00342,Female,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Credit card,109.32,2480.19,No
CID-00343,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Bank transfer,44.66,4892.52,No
CID-00344,Female,0,Yes,No,0,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Bank transfer,80.19,1266.81,Yes
CID-00345,Female,0,No,No,24,No,No,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,98.58,2620.3,Yes
CID-00346,Female,0,No,No,8,Yes,Yes,Fiber optic,No internet service,Yes,One year,Yes,Credit card,82.65,1033.95,No
CID-00347,Male,0,No,No,49,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,64.22,1146.26,Yes
CID-00348,Male,0,Yes,No,40,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,18.92,605.89,No
CID-00349,Male,0,No,No,15,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,73.37,3782.17,Yes
CID-00350,Male,0,No,No,0,Yes,Yes,DSL,No internet service,No,One year,Yes,Mailed check,71.22,3161.69,No
CID-00351,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,One year,No,Electronic check,89.12,3501.19,Yes
CID-00352,Male,0,Yes,No,31,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,37.13,1513.88,No
CID-00353,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,24.7,3291.61,Yes
CID-00354,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,105.6,1457.3,Yes
CID-00355,Female,0,No,No,32,Yes,Yes,No,Yes,No internet service,Two year,No,Bank transfer,59.53,3555.59,No
CID-00356,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,52.46,533.34,Yes
CID-00357,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,104.76,791.3,No
CID-00358,Male,0,Yes,No,17,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,52.55,4990.15,No
CID-00359,Male,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,One year,No,Mailed check,24.76,4205.08,No
CID-00360,Male,0,Yes,No,40,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer,102.37,5311.81,No
CID-00361,Male,0,No,No,29,Yes,No,Fiber optic,No,No internet service,One year,Yes,Mailed check,25.52,956.02,Yes
CID-00362,Female,1,Yes,Yes,17,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Electronic check,103.22,3346.37,No
CID-00363,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,43.55,5821.5,No
CID-00364,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,108.76,4967.45,No
CID-00365,Male,1,Yes,Yes,12,Yes,Yes,Fiber optic,No internet service,No,One year,Yes,Mailed check,102.26,2580.22,No
CID-00366,Male,0,No,No,24,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Electronic check,58.62,4607.98,Yes
CID-00367,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,70.86,381.53,No
CID-00368,Male,0,Yes,Yes,14,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,60.22,1528.79,Yes
CID-00369,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Bank transfer,118.14,3326.8,Yes
CID-00370,Male,0,No,Yes,67,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,25.47,4609.74,No
CID-00371,Male,1,No,No,56,No,No,No,No,No,One year,Yes,Electronic check,18.01,3701.59,No
CID-00372,Female,0,Yes,No,5,Yes,No,No,No,Yes,Month-to-month,No,Credit card,74.46,4244.46,Yes
CID-00373,Female,0,No,No,67,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Credit card,92.36,1388.99,No
CID-00374,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No internet service,Two year,Yes,Mailed check,57.37,8108.44,No
CID-00375,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Two year,No,Electronic check,88.38,5034.65,Yes
CID-00376,Male,0,No,Yes,9,No,No,Fiber optic,No,No,Month-to-month,No,Electronic check,102.8,392.36,Yes
CID-00377,Male,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Mailed check,105.07,1541.46,Yes
CID-00378,Male,0,No,No,47,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,50.69,5199.53,No
CID-00379,Male,0,No,Yes,18,Yes,No phone service,No,No internet service,No,Two year,Yes,Electronic check,84.83,1861.68,No
CID-00380,Male,0,Yes,No,3,Yes,No,DSL,No,No internet service,One year,No,Electronic check,61.2,1623.95,Yes
CID-00381,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,One year,Yes,Electronic check,102.54,3190.22,No
CID-00382,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,One year,No,Credit card,81.45,212.29,No
CID-00383,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Two year,No,Electronic check,33.96,2143.88,No
CID-00384,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,28.81,7228.8,Yes
CID-00385,Female,0,Yes,No,50,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.67,2071.5,No
CID-00386,Male,0,No,No,24,Yes,Yes,Fiber optic,No internet service,Yes,One year,Yes,Mailed check,45.74,766.65,No
CID-00387,Male,0,No,No,42,No,No,Fiber optic,No internet service,Yes,Two year,Yes,Mailed check,59.11,5462.22,No
CID-00388,Female,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,One year,No,Mailed check,66.69,90.91,Yes
CID-00389,Male,0,No,No,25,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,19.67,3009.39,Yes
CID-00390,Female,0,No,No,29,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,93.05,1312.99,No
CID-00391,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Two year,Yes,Bank transfer,92.02,1615.24,No
CID-00392,Male,1,No,Yes,44,Yes,No phone service,No,No,No internet service,Two year,Yes,Bank transfer,25.06,716.93,No
CID-00393,Female,1,No,Yes,61,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,29.71,2008.77,Yes
CID-00394,Male,1,No,No,1,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,38.25,5008.19,Yes
CID-00395,Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,Two year,No,Credit card,72.72,911.42,Yes
CID-00396,Female,0,Yes,No,69,Yes,Yes,DSL,No internet service,Yes,One year,No,Credit card,101.99,1546.39,No
CID-00397,Male,1,No,No,24,Yes,No,DSL,No,No internet service,Month-to-month,No,Bank transfer,103.05,1281.34,No
CID-00398,Male,1,Yes,No,71,Yes,No,No,No,No,One year,No,Electronic check,24.76,452.28,No
CID-00399,Male,0,No,No,1,Yes,No phone service,DSL,No,Yes,One year,Yes,Bank transfer,53.99,3836.98,Yes
CID-00400,Female,0,No,Yes,11,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,23.95,6229.64,No
CID-00401,Male,0,No,No,48,Yes,No,DSL,No,No,Two year,No,Credit card,61.17,220.45,No
CID-00402,Male,0,Yes,Yes,28,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,Yes,Credit card,91.25,7065.84,No
CID-00403,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,One year,No,Mailed check,115.64,4504.31,No
CID-00404,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No internet service,One year,No,Electronic check,78.08,741.8,No
CID-00405,Female,0,Yes,No,57,Yes,No,No,No internet service,No,Two year,No,Electronic check,85.24,4518.35,No
CID-00406,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Bank transfer,109.72,1940.6,No
CID-00407,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Bank transfer,23.05,2286.7,Yes
CID-00408,Male,0,No,No,58,No,No,Fiber optic,Yes,No,Two year,No,Mailed check,26.26,4460.58,No
CID-00409,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,24.23,2928.24,No
CID-00410,Male,1,No,No,8,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,63.4,3927.77,Yes
CID-00411,Male,0,No,No,21,Yes,No,DSL,No,Yes,One year,Yes,Electronic check,93.44,2914.99,Yes
CID-00412,Male,0,Yes,No,41,Yes,Yes,DSL,No,No,Two year,Yes,Mailed check,111.23,3290.42,No
CID-00413,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,89.45,1938.15,Yes
CID-00414,Male,0,Yes,No,72,Yes,Yes,DSL,No internet service,No,Two year,No,Mailed check,32.69,1446.33,No
CID-00415,Male,0,No,No,63,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,77.83,3732.19,No
CID-00416,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,99.91,2319.83,No
CID-00417,Female,0,Yes,No,25,Yes,Yes,No,Yes,No,Two year,No,Credit card,72.97,3094.57,No
CID-00418,Female,0,No,No,47,Yes,Yes,DSL,No,Yes,One year,No,Electronic check,76.93,1174.47,No
CID-00419,Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,Two year,No,Bank transfer,100.44,3395.08,No
CID-00420,Female,1,Yes,No,6,Yes,No,No,No,No,Month-to-month,No,Credit card,106.01,4731.35,Yes
CID-00421,Female,0,Yes,No,28,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,28.17,3084.5,No
CID-00422,Female,1,No,No,48,No,Yes,Fiber optic,No,No internet service,One year,Yes,Credit card,105.24,1520.84,No
CID-00423,Male,0,Yes,Yes,31,Yes,No,No,No,No,One year,Yes,Credit card,27.59,3096.63,No
CID-00424,Female,1,No,Yes,65,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Credit card,91.09,1357.9,No
CID-00425,Male,0,Yes,No,45,Yes,No phone service,Fiber optic,No,Yes,One year,No,Mailed check,49.99,3371.19,Yes
